case_id,case_type,reranker,evidence_set_size,expected,actual,recovered,precision_at_3,precision_at_5,recall_at_5,selected_a_trap,citation_complete,redundancy_ratio
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.7500
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.4000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.8000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.8000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.4000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.8000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.8000
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,baseline,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,baseline,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6364
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,baseline,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6364
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7273
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7273
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7273
repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7273
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,baseline,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,baseline,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,baseline,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,concept_coverage,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,concept_coverage,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,concept_coverage,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,quality_aware,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,quality_aware,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,quality_aware,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,baseline,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,baseline,5,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.5833
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,baseline,8,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.7826
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.7222
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.7826
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,quality_aware,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,quality_aware,5,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.7222
repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,quality_aware,8,SUPPORTED,SUPPORTED,true,0.6667,0.4000,1.0000,false,true,0.7826
